part_id,part_name,topcoat_name,topcoat_no,color_code,quantity,original,job_id,prov_row_index,prov_seq_in_row,part_part_name,part_part_category,part_part_type,part_part_no,topcoat_topcoat_name,topcoat_topcoat_no,topcoat_topcoat_family
threshold_e,Threshold E,Milan Silver,7,C_MILAN_SILVER,1,12,J000172,74,1,Threshold E,Threshold,E,25,Milan Silver,7,SILVER
threshold_trim_a,Threshold trim A,Iridium Silver,8,C_IRIDIUM_SILVER,3,299,J000173,75,1,Threshold trim A,Threshold trim,A,26,Iridium Silver,8,SILVER
threshold_trim_a,Threshold trim A,Iridium Silver,8,C_IRIDIUM_SILVER,3,299,J000174,75,2,Threshold trim A,Threshold trim,A,26,Iridium Silver,8,SILVER
threshold_trim_a,Threshold trim A,Iridium Silver,8,C_IRIDIUM_SILVER,3,299,J000175,75,3,Threshold trim A,Threshold trim,A,26,Iridium Silver,8,SILVER
radar_bracket_a,Radar bracket A,Ruby Red,3,C_RUBY_RED,1,5,J000176,76,1,Radar bracket A,Radar bracket,A,27,Ruby Red,3,RED
radar_bracket_b,Radar bracket B,Sapphire Blue,5,C_SAPPHIRE_BLUE,1,12,J000177,77,1,Radar bracket B,Radar bracket,B,28,Sapphire Blue,5,BLUE
radar_bracket_b,Radar bracket B,Polar White,1,C_POLAR_WHITE,1,32,J000178,78,1,Radar bracket B,Radar bracket,B,28,Polar White,1,WHITE
radar_bracket_c,Radar bracket C,Diamond White,2,C_DIAMOND_WHITE,1,26,J000179,79,1,Radar bracket C,Radar bracket,C,29,Diamond White,2,WHITE
radar_bracket_d,Radar bracket D,Obsidian Black,10,C_OBSIDIAN_BLACK,1,4,J000180,80,1,Radar bracket D,Radar bracket,D,30,Obsidian Black,10,BLACK
radar_bracket_d,Radar bracket D,Milan Silver,7,C_MILAN_SILVER,1,3,J000181,81,1,Radar bracket D,Radar bracket,D,30,Milan Silver,7,SILVER
radar_bracket_e,Radar bracket E,Denim Blue,4,C_DENIM_BLUE,1,5,J000182,82,1,Radar bracket E,Radar bracket,E,31,Denim Blue,4,BLUE
radar_bracket_e,Radar bracket E,Diamond White,2,C_DIAMOND_WHITE,1,6,J000183,83,1,Radar bracket E,Radar bracket,E,31,Diamond White,2,WHITE
